;E_th [kJ];E_th [kWh];H2_demand [kg] HRS small;PV generation [kJ] ;PV generation [kWh]
7064;16015301.06;4448.694739;8.748992254;0;0
7065;16078562.02;4466.267228;10.4376634;1126.8;0.313
7066;16155385.24;4487.607011;6.492190323;5920.2;1.6445
7067;16249995.98;4513.887772;16.1886895;8056.8;2.238
7068;16351875.38;4542.187606;21.23871367;9295.2;2.582
7069;16456266.31;4571.185086;16.62533019;10600.2;2.9445
7070;16523279.8;4589.799944;10.37185827;9878.4;2.744
7071;16568457.76;4602.349378;12.8251105;9496.8;2.638
7072;16640967.05;4622.490847;21.03465742;9565.2;2.657
7073;16781937.65;4661.649347;10.31529983;6976.8;1.938
7074;16923233.27;4700.898131;19.45632579;5153.4;1.4315
7075;17031908.57;4731.085714;10.50284127;7540.2;2.0945
7076;16987380.66;4718.71685;0;7358.4;2.044
7077;16688006.5;4635.557361;0;7336.8;2.038
7078;16181564.23;4494.878953;5.01452026;7471.8;2.0755
7079;15758091.03;4377.247508;4.816678451;7493.4;2.0815
7080;15443293.13;4289.803647;10.94162943;5603.4;1.5565
7081;15248398.54;4235.666261;0;0;0
7082;15244911.95;4234.697764;0;0;0
7083;15369365.56;4269.268211;0;0;0
7084;15622616.24;4339.615622;4.988780427;0;0
7085;15835623.38;4398.784272;0;0;0
7086;16025465.36;4451.518156;11.44235942;0;0
7087;16256407.77;4515.668825;11.29261584;0;0
7088;16498312.25;4582.864514;6.008368228;0;0
7089;16728397.78;4646.777161;0;1060.2;0.2945
7090;16893981.36;4692.7726;5.462178064;9136.8;2.538
7091;17071117.96;4741.977211;17.14270434;19285.2;5.357
7092;17239715.37;4788.809825;4.681623476;20183.4;5.6065
7093;17393568.63;4831.546842;0;17753.4;4.9315
7094;17544939.91;4873.594419;5.378898485;19846.8;5.513
7095;17689515.3;4913.75425;11.67309158;19285.2;5.357
7096;17723199.32;4923.110922;11.73199549;3085.2;0.857
7097;17696843.05;4915.789736;11.06488915;1015.2;0.282
7098;17743705.21;4928.807003;10.24899114;45;0.0125
7099;17831667.79;4953.241053;11.83561604;0;0
7100;17662597.62;4906.277117;5.931603805;0;0
7101;17146020.6;4762.7835;0;0;0
7102;16576996.95;4604.721375;0;0;0
7103;16199351.75;4499.819931;0;0;0
7104;15931386.47;4425.385131;0;0;0
7105;15904468.8;4417.908;0;0;0
7106;16051969.37;4458.880381;5.166146063;0;0
7107;16518640.86;4588.51135;5.518066183;0;0
7108;17210256.62;4780.626839;0;0;0
7109;17676603.09;4910.167525;5.260015483;0;0
7110;18035722.07;5009.922797;5.313760569;0;0
7111;18268732.79;5074.647997;12.12687178;0;0
7112;18365766.42;5101.601783;5.807424454;203.4;0.0565
7113;18518821.9;5144.117194;11.11917782;1621.8;0.4505
7114;18582821.55;5161.894875;11.3152714;5266.8;1.463
7115;18623981.06;5173.328072;12.02650283;7225.2;2.007
7116;18643984.65;5178.884625;17.33457948;16853.4;4.6815
7117;18624867.49;5173.574303;6.1570315;18271.8;5.0755
7118;18531084.07;5147.523353;11.06494948;17776.8;4.938
7119;18442057.78;5122.793828;6.017454596;13276.8;3.688
7120;18311931.07;5086.647519;6.4399455;13840.2;3.8445
7121;18137365.09;5038.156969;15.47442952;12308.4;3.419
7122;17921314.57;4978.142936;10.00203187;1060.2;0.2945
7123;17700359.19;4916.766442;10.46766506;0;0
7124;17355688.88;4821.024689;0;0;0
7125;16780489.83;4661.247175;0;0;0
7126;16272836.11;4520.232253;5.601177063;0;0
7127;15858670.34;4405.186206;5.06396418;0;0
7128;15460489.71;4294.580475;0;0;0
7129;15182094.2;4217.248389;0;0;0
7130;15166197.7;4212.832694;0;0;0
7131;15466162.81;4296.156336;0;0;0
7132;15876103.3;4410.028694;0;0;0
7133;16094931.28;4470.814244;5.405939467;0;0
7134;16222694.19;4506.303942;11.38348576;0;0
7135;16247632.19;4513.231164;5.957388448;0;0
7136;16212648.08;4503.513356;16.41463838;0;0
7137;16124537.76;4479.038267;6.949795962;790.2;0.2195
7138;16025435.81;4451.509947;6.023185954;4141.8;1.1505
7139;15941609.87;4428.224964;0;8686.8;2.413
7140;15875128.24;4409.757844;11.72600221;16585.2;4.607
7141;15798127.74;4388.368817;6.808682465;19711.8;5.4755
7142;15637271.75;4343.686597;0;18475.2;5.132
7143;15447784.33;4291.051203;5.419752789;15593.4;4.3315
7144;15321557.88;4255.9883;0;16898.4;4.694
7145;15242223.14;4233.950872;10.13356031;10531.8;2.9255
7146;15250850.98;4236.347494;5.178248548;473.4;0.1315
7147;15120310.6;4200.086278;5.257990278;0;0
7148;14995088.76;4165.302433;5.266765936;0;0
7149;14618980.03;4060.827786;5.473326994;0;0
7150;14251646.87;3958.790797;5.206252982;0;0
7151;13945269.98;3873.686106;0;0;0
7152;13861709.96;3850.474989;0;0;0
7153;13961846.07;3878.290575;0;0;0
7154;14123499.84;3923.1944;5.142066483;0;0
7155;14355771.88;3987.714411;0;0;0
7156;14533203.96;4037.0011;5.105843402;0;0
7157;14559442.04;4044.289456;8.80433465;0;0
7158;14591323.67;4053.145464;13.7510089;0;0
7159;14655411.96;4070.947767;5.70169776;0;0
7160;14695744.15;4082.151153;6.185406677;90;0.025
7161;14740774.37;4094.659547;4.947447069;3535.2;0.982
7162;14743758.66;4095.488517;5.934994066;14581.8;4.0505
7163;14736696.83;4093.526897;6.406214949;18565.2;5.157
7164;14769139.87;4102.538853;9.908019573;19036.8;5.288
7165;14919092.88;4144.192467;5.799164531;20206.8;5.613
7166;15148646.55;4207.957375;5.828244908;21421.8;5.9505
7167;15432006.03;4286.668342;11.57099706;20206.8;5.613
7168;15830452.59;4397.347942;1.689155378;17800.2;4.9445
7169;16198642.62;4499.62295;9.417902265;16065;4.4625
7170;16534625.99;4592.951664;12.3936404;7538.4;2.094
7171;16815267.11;4670.907531;6.076810451;405;0.1125
7172;16750765.15;4652.990319;5.423860609;0;0
7173;16400096.73;4555.582425;0;0;0
7174;15790415.87;4386.226631;0;0;0
7175;15210282.41;4225.078447;0;0;0
7176;14787134.23;4107.537286;6.152588812;0;0
7177;14536365.53;4037.879314;0;0;0
7178;14629587.54;4063.774317;0;0;0
7179;15172727.67;4214.646575;0;0;0
7180;15785451.91;4384.847753;0;0;0
7181;16135056.63;4481.960175;0;0;0
7182;16541037.78;4594.732717;5.864548418;0;0
7183;17066981.33;4740.828147;11.2265148;0;0
7184;17488799.87;4857.999964;5.842043695;0;0
7185;17830958.65;4953.044069;4.957001797;698.4;0.194
7186;18048220.62;5013.394617;5.954039213;7225.2;2.007
7187;18215724.77;5059.923547;4.806503995;12376.8;3.438
7188;18353474.71;5098.187419;5.630075515;11678.4;3.244
7189;18481267.17;5133.685325;16.37943383;17100;4.75
7190;18601968.26;5167.213406;10.3830256;12263.4;3.4065
7191;18668124.87;5185.590242;22.65035796;12758.4;3.544
7192;18748611.96;5207.947767;15.68333559;2836.8;0.788
7193;18819377.96;5227.604989;15.73808327;4638.6;1.2885
7194;18879093.23;5244.192564;22.5842739;496.8;0.138
7195;18997312.34;5277.031206;18.35276689;0;0
7196;19010608.67;5280.724631;10.67248226;0;0
7197;18395550.19;5109.875053;11.38490158;0;0
7198;17510192.18;4863.942272;0;0;0
7199;16852526.37;4681.257325;5.44632318;0;0
7200;16325519.11;4534.866419;0;0;0
7201;16111448.27;4475.402297;0;0;0
7202;16232503.93;4509.028869;0;0;0
7203;16625247.84;4618.1244;6.01038684;0;0
7204;17107934.01;4752.203892;5.58281391;0;0
7205;17527920.62;4868.866839;6.226534427;0;0
7206;18011138.64;5003.094067;0;0;0
7207;18444835.24;5123.565344;6.70131663;0;0
7208;18710495.82;5197.35995;11.7789785;0;0
7209;18837224.58;5232.562383;0;1508.4;0.419
7210;18889553.01;5247.098058;11.06052428;6190.2;1.7195
7211;19006619.77;5279.616603;17.71159918;5470.2;1.5195
7212;19193093.35;5331.414819;22.23749608;4120.2;1.1445
7213;19263859.35;5351.072042;14.48958317;7516.8;2.088
7214;19133259.89;5314.794414;20.66171039;8663.4;2.4065
7215;18933844.55;5259.401264;10.52793033;6750;1.875
7216;18854096.14;5237.248928;20.01558644;3713.4;1.0315
7217;18968149.07;5268.930297;7.167828984;2881.8;0.8005
7218;19253695.05;5348.248625;10.36685372;91.8;0.0255
7219;19549375.79;5430.382164;17.74030168;0;0
7220;19587757.85;5441.043847;5.00457572;0;0
7221;19181038.02;5328.066117;5.014439253;0;0
7222;18609118.73;5169.199647;5.172044582;0;0
7223;17936088.27;4982.246742;5.711976552;0;0
7224;17161769.36;4767.158156;0;0;0
7225;16894897.33;4693.027036;0;0;0
7226;17024758.11;4729.099475;0;0;0
7227;17636418.63;4899.005175;5.088786667;0;0
7228;18416528.84;5115.702456;5.212558929;0;0
7229;18900928.76;5250.257989;0;0;0
7230;19280878.65;5355.799625;5.181912234;0;0
7231;19599429.06;5444.28585;16.22547894;45;0.0125
7232;19816218.27;5504.505075;0;3668.4;1.019
7233;19960498.18;5544.582828;5.505680688;4726.8;1.313
7234;20126790.89;5590.775247;16.34966137;12850.2;3.5695
7235;20262767.98;5628.546661;7.207786074;8348.4;2.319
7236;20369168.13;5658.102258;14.65062002;17190;4.775
7237;20412986.91;5670.274142;17.35143735;15076.8;4.188
7238;20427051.47;5674.180964;11.86039455;17935.2;4.982
7239;20394963;5665.2675;11.22620509;10666.8;2.963
7240;20456273.84;5682.298289;16.79654317;7876.8;2.188
7241;20646411.3;5735.11425;10.84668651;495;0.1375
7242;20831673.43;5786.575953;0;0;0
7243;20880485.72;5800.134922;16.17670062;0;0
7244;20678617.95;5744.060542;0;0;0
7245;20165084.31;5601.412308;5.699971374;0;0
7246;19581848.37;5439.402325;0;0;0
7247;19058091.32;5293.914256;0;0;0
7248;18783773.35;5217.714819;5.706516101;0;0
7249;18789180.52;5219.216811;0;0;0
7250;18952488.95;5264.580264;0;0;0
7251;19172646.56;5325.735156;0;0;0
7252;19355456.26;5376.515628;5.635815007;0;0
7253;19399806.89;5388.835247;0;0;0
7254;19297070.62;5360.297394;10.50295416;0;0
7255;19207571.57;5335.436547;16.28834955;90;0.025
7256;19302507.34;5361.807594;9.77833888;6008.4;1.669
7257;19611218.47;5447.560686;14.42133462;18385.2;5.107
7258;20046776.56;5568.549044;7.830965345;29881.8;8.3005
7259;20387930.73;5663.314092;23.47348717;24616.8;6.838
7260;20677347.41;5743.707614;9.6305856;40660.2;11.2945
7261;20997818.41;5832.727336;5.17124352;34651.8;9.6255
7262;21382880;5939.688889;11.78738949;17641.8;4.9005
7263;21608090.21;6002.247281;11.30194258;11318.4;3.144
7264;21735705.39;6037.695942;5.799764052;8665.2;2.407
7265;21839150.81;6066.430781;6.266637429;6548.4;1.819
7266;21921765.31;6089.379253;6.06413132;3218.4;0.894
7267;22016937.45;6115.815958;10.54621568;0;0
7268;21991822.17;6108.839492;0;0;0
7269;21420641.57;5950.178214;0;0;0
7270;20708224.44;5752.284567;0;0;0
7271;20211769.18;5614.380328;0;0;0
7272;19891830.04;5525.508344;5.9609468;0;0
7273;19746693.26;5485.192572;0;0;0
7274;19930655.31;5536.293142;0;0;0
7275;20415350.7;5670.93075;0;0;0
7276;20559305.59;5710.918219;0;0;0
7277;20601144.69;5722.540192;5.061241614;0;0
7278;20605517.71;5723.754919;7.468234998;0;0
7279;20661450.92;5739.291922;9.232436053;23.4;0.0065
7280;20638256.22;5732.84895;5.134233069;5425.2;1.507
7281;20356019.54;5654.449872;11.15711991;5110.2;1.4195
7282;19896114.41;5526.698447;1.885756585;6728.4;1.869
7283;19266134.5;5351.704028;14.57564248;6188.4;1.719
7284;18521835.74;5144.954372;0;10173.6;2.826
7285;17788469.51;4941.241531;5.68965619;9698.4;2.694
7286;17121880.38;4756.077883;11.46161387;10238.4;2.844
7287;16599777.99;4611.049442;16.6953551;8303.4;2.3065
7288;16156153.47;4487.820408;11.08279663;2835;0.7875
7289;15843482.98;4400.967494;6.211742324;23.4;0.0065
7290;15264679.15;4240.188653;12.17692506;0;0
7291;14719027.49;4088.618747;4.964542001;0;0
7292;14342918.76;3984.1441;5.28249337;0;0
7293;14265031.84;3962.508844;0;0;0
7294;14347882.72;3985.522978;0;0;0
7295;14479279.97;4022.022214;4.935544939;0;0
7296;14544313.78;4040.087161;0;0;0
7297;14430881.34;4008.57815;0;0;0
7298;14291713.13;3969.920314;0;0;0
7299;14215628.6;3948.785722;0;0;0
7300;14125952.27;3923.875631;4.819273856;0;0
7301;14038846.57;3899.679603;0;0;0
7302;14001941.88;3889.4283;4.688396397;0;0
7303;13960841.46;3878.011517;15.66830146;0;0
7304;13931353.16;3869.820322;5.919134321;588.6;0.1635
7305;13936198.93;3871.166369;0;2611.8;0.7255
7306;13975674.25;3882.131736;11.34276377;4478.4;1.244
7307;14032700.71;3897.972419;16.56126834;8281.8;2.3005
7308;14115728.88;3921.0358;23.40072703;8260.2;2.2945
7309;14200529.89;3944.591636;7.77076899;7246.8;2.013
7310;14284267.19;3967.851997;20.44135984;5761.8;1.6005
7311;14375686.82;3993.246339;2.1184902;2590.2;0.7195
7312;14495826.51;4026.618475;11.07517899;585;0.1625
7313;14534829.06;4037.452517;11.50000933;45;0.0125
7314;14569458.6;4047.071833;5.482550264;0;0
7315;14663389.76;4073.163822;10.15271855;0;0
7316;15019022.15;4171.950597;5.02247209;0;0
7317;15293546.95;4248.207486;5.095295506;0;0
7318;15109850.83;4197.180786;5.316211469;0;0
7319;14345784.86;3984.940239;0;0;0
7320;13686021.18;3801.67255;0;0;0
7321;13453453.67;3737.070464;0;0;0
7322;13531931.54;3758.869872;0;0;0
7323;13657744.33;3793.817869;0;0;0
7324;13755428;3820.952222;11.36290084;0;0
7325;13745352.34;3818.153428;17.99483906;0;0
7326;13846049.85;3846.124958;5.50861301;0;0
7327;13920982.03;3866.939453;6.102668249;0;0
7328;14061036.66;3905.843517;15.53384054;293.4;0.0815
7329;14219735.69;3949.926581;16.20360987;2723.4;0.7565
7330;14059145.62;3905.318228;6.408767598;3938.4;1.094
7331;13739324.67;3816.479075;12.38692101;3828.6;1.0635
7332;13599299.59;3777.583219;3.745302343;5851.8;1.6255
7333;13663949.28;3795.541467;15.62141298;5851.8;1.6255
7334;13812690.84;3836.858567;12.22108676;9160.2;2.5445
7335;13707029.37;3807.508158;18.02991727;9181.8;2.5505
7336;13543277.74;3762.021594;9.632353573;1508.4;0.419
7337;13626158.17;3785.043936;0;23.4;0.0065
7338;13714711.69;3809.642136;4.392881814;0;0
7339;13653371.31;3792.603142;6.098363064;0;0
7340;13605534.09;3779.315025;10.6609227;0;0
7341;13638952.19;3788.597831;11.02879924;0;0
7342;13657212.47;3793.670131;5.406733951;0;0
7343;13656680.62;3793.522394;0;0;0
7344;13641434.17;3789.287269;0;0;0
7345;13715834.5;3809.954028;0;0;0
7346;13881063.5;3855.850972;0;0;0
7347;14075101.22;3909.750339;0;0;0
7348;14286335.51;3968.426531;0;0;0
7349;14463501.66;4017.63935;4.936449933;0;0
7350;14565203.78;4045.889939;5.816624394;0;0
7351;14715097.69;4087.527136;5.147923758;0;0
7352;14868034.98;4130.009717;5.639765498;226.8;0.063
7353;14942908.07;4150.807797;18.36793976;2318.4;0.644
7354;14860204.93;4127.834703;5.462061541;8011.8;2.2255
7355;14603910.86;4056.641906;11.13256592;11836.8;3.288
7356;14264825.01;3962.451392;12.21804087;16268.4;4.519
7357;14199466.18;3944.296161;16.14437223;11003.4;3.0565
7358;14315676.07;3976.576686;5.270612278;7900.2;2.1945
7359;14632483.19;4064.578664;3.72437945;5740.2;1.5945
7360;14858786.65;4127.440736;7.501054394;2520;0.7
7361;15071261.94;4186.46165;4.791361202;205.2;0.057
7362;15384050.61;4273.347392;5.700910722;0;0
7363;15566771.67;4324.103242;5.645201233;0;0
7364;15576995.07;4326.943075;6.452579908;0;0
7365;15324867.19;4256.907553;0;0;0
7366;15061540.84;4183.761344;0;0;0
7367;14837394.34;4121.498428;0;0;0
7368;14702894.62;4084.137394;0;0;0
7369;14702451.41;4084.014281;0;0;0
7370;14929464.01;4147.073336;5.527295218;0;0
7371;15209632.37;4224.897881;0;0;0
7372;15354060.01;4265.016669;0;0;0
7373;15311423.13;4253.173092;0;0;0
7374;15291389.99;4247.608331;0;0;0
7375;15448434.37;4291.231769;6.098204882;68.4;0.019
7376;15461257.94;4294.793872;17.58896054;3783.6;1.051
7377;15382011.84;4272.781067;17.26627137;11950.2;3.3195
7378;15356719.27;4265.755353;22.34423027;12085.2;3.357
7379;15413036.6;4281.399056;4.52322683;11835;3.2875
7380;15360442.25;4266.789514;17.60615781;11095.2;3.082
7381;14826284.52;4118.412367;11.48995767;10756.8;2.988
7382;14489798.84;4024.944122;11.37450967;17596.8;4.888
7383;14261722.53;3961.589592;15.65690618;13525.2;3.757
7384;14166668.58;3935.185717;22.97971703;6121.8;1.7005
7385;14228777.19;3952.438108;11.63242242;6075;1.6875
7386;14344839.34;3984.677594;17.62402355;7651.8;2.1255
7387;14545997.98;4040.554994;5.872171489;7358.4;2.044
7388;14719943.46;4088.873183;5.565647694;7223.4;2.0065
7389;14675149.62;4076.43045;0;7628.4;2.119
7390;14501233.68;4028.120467;11.71881057;7225.2;2.007
7391;14364488.36;3990.135656;0;7495.2;2.082
7392;14331188.45;3980.885681;0;3623.4;1.0065
7393;14355417.31;3987.615919;0;0;0
7394;14478334.45;4021.759569;0;0;0
7395;14625569.1;4062.658083;0;0;0
7396;14788345.67;4107.873797;5.529749567;0;0
7397;15015890.13;4171.080592;0;0;0
7398;15169536.56;4213.760156;9.776094918;0;0
7399;15203368.32;4223.157867;0;0;0
7400;15197931.6;4221.647667;0;2498.4;0.694
7401;15157894.88;4210.526356;0;9045;2.5125
7402;15116912.65;4199.142403;11.29150455;9518.4;2.644
7403;15123797.2;4201.054778;17.72111941;9720;2.7
7404;15166138.61;4212.816281;21.44602917;9610.2;2.6695
7405;15253923.9;4237.201083;4.683866749;9721.8;2.7005
7406;15386089.38;4273.913717;5.971354946;9541.8;2.6505
7407;15507056.4;4307.515667;6.305830574;10553.4;2.9315
7408;15571853.82;4325.51495;9.231234395;6053.4;1.6815
7409;15694741.42;4359.650394;12.54105202;5785.2;1.607
7410;15762966.35;4378.601764;5.076512023;7540.2;2.0945
7411;15795468.48;4387.630133;9.141523411;7630.2;2.1195
7412;15838755.4;4399.654278;7.112309209;7246.8;2.013
7413;15856956.59;4404.710164;5.376999324;7561.8;2.1005
7414;15875423.71;4409.839919;0;7291.8;2.0255
7415;15887449.5;4413.180417;0;7471.8;2.0755
7416;15903789.21;4417.719225;0;1958.4;0.544
7417;15943116.79;4428.643553;0;0;0
7418;16043046.06;4456.401683;0;0;0
7419;16243672.84;4512.131344;0;0;0
7420;16470183.14;4575.050872;0;0;0
7421;16709576.09;4641.548914;5.198926721;0;0
7422;16994353.84;4720.653844;0;0;0
7423;17291275.57;4803.132103;5.703358351;0;0
7424;17574398.66;4881.777406;8.755712468;135;0.0375
7425;17772454.82;4936.793006;7.517474493;1398.6;0.3885
7426;17931656.16;4981.0156;11.93418176;8710.2;2.4195
7427;18192677.81;5053.521614;5.785249762;18540;5.15
7428;18555165.19;5154.212553;4.79413062;18138.6;5.0385
7429;18915525.17;5254.312547;17.40397579;13525.2;3.757
7430;19258452.18;5349.57005;12.10165303;7358.4;2.044
7431;19527392.53;5424.275703;0;7090.2;1.9695
7432;19606934.1;5446.370583;10.49701017;3623.4;1.0065
7433;19464190.66;5406.719628;6.918059663;361.8;0.1005
7434;19036196.71;5287.832419;3.898283986;0;0
7435;18309478.64;5085.966289;6.171350577;0;0
7436;17357018.51;4821.394031;6.044722854;0;0
7437;16561366.38;4600.37955;5.500545829;0;0
7438;16071470.65;4464.297403;0;0;0
7439;15813019.63;4392.505453;0;0;0
7440;15717492.91;4365.970253;0;0;0
7441;15849215.18;4402.559772;0;0;0
7442;16301172.06;4528.10335;0;0;0
7443;17053685;4737.134722;0;0;0
7444;17682098.9;4911.694139;0;0;0
7445;18146938.45;5040.816236;0;0;0
7446;18549758.02;5152.710561;0;0;0
7447;18890468.98;5247.352494;6.633818172;0;0
7448;19114024.53;5309.451258;0;406.8;0.113
7449;19257743.04;5349.373067;10.79547899;5716.8;1.588
7450;19413369.15;5392.602542;12.77752758;8800.2;2.4445
7451;19540393.38;5427.88705;5.751480496;8955;2.4875
7452;19603152.04;5445.320011;0;12940.2;3.5945
7453;19598779.02;5444.105283;21.59327681;14693.4;4.0815
7454;19581257.42;5439.238172;23.01860418;6436.8;1.788
7455;19560278.77;5433.410769;11.32812711;1305;0.3625
7456;19537734.11;5427.148364;17.89505577;631.8;0.1755
7457;19474000.39;5409.444553;16.9955782;0;0
7458;19344553.27;5373.487019;5.916145876;0;0
7459;19261377.37;5350.382603;0;0;0
7460;19155922.73;5321.089647;10.63734858;0;0
7461;19015158.97;5281.988603;5.941150412;0;0
7462;18684907.78;5190.252161;5.043796056;0;0
7463;18271687.53;5075.468758;6.120965174;0;0
7464;17986141.55;4996.150431;0;0;0
7465;17935142.75;4981.984097;0;0;0
7466;18110329.23;5030.647008;0;0;0
7467;18339026.03;5094.173897;0;0;0
7468;18478046.5;5132.790694;5.92546677;0;0
7469;18462859.14;5128.571983;4.924250468;0;0
7470;18084120.69;5023.366858;5.987139084;0;0
7471;17554572.36;4876.2701;6.313740183;0;0
7472;17082227.78;4745.063272;5.090136757;1936.8;0.538
7473;16726595.39;4646.276497;0;6503.4;1.8065
7474;16304717.75;4529.088264;5.882180482;16765.2;4.657
7475;15944003.21;4428.889781;16.94455851;18023.4;5.0065
7476;15730877.88;4369.6883;5.53319074;18091.8;5.0255
7477;15645515.47;4345.976519;17.86661038;17641.8;4.9005
7478;15557552.89;4321.542469;12.81714964;16831.8;4.6755
7479;15428519.43;4285.699842;15.12116466;8281.8;2.3005
7480;15343659.33;4262.127592;11.02145587;1486.8;0.413
7481;15316239.35;4254.510931;0;23.4;0.0065
7482;15335474.7;4259.854083;5.05032298;0;0
7483;15205850.3;4223.847306;10.47226727;0;0
7484;14755016.22;4098.615617;6.555545947;0;0
7485;14590525.89;4052.923858;11.89264559;0;0
7486;14575279.44;4048.688733;0;0;0
7487;14652752.7;4070.209083;0;0;0
7488;14945301.41;4151.472614;0;0;0
7489;15108964.41;4196.934558;0;0;0
7490;15155472;4209.853333;0;0;0
7491;15270618.18;4241.838383;5.290702239;0;0
7492;15397612.86;4277.114683;5.131611972;0;0
7493;15458362.3;4293.989528;5.443187162;0;0
7494;15875453.26;4409.848128;10.7782144;0;0
7495;16286457.46;4524.015961;5.831477293;0;0
7496;16368717.4;4546.865944;4.938121854;385.2;0.107
7497;16131363.21;4480.934225;5.436069166;2071.8;0.5755
7498;15819667.79;4394.352164;6.007558487;4120.2;1.1445
7499;15594132.56;4331.703489;4.791501333;7540.2;2.0945
7500;15453575.62;4292.659894;0;8935.2;2.482
7501;15450532.24;4291.814511;17.54377248;7090.2;1.9695
7502;15470594.92;4297.387478;5.806203369;6570;1.825
7503;15469383.47;4297.050964;11.28593134;2431.8;0.6755
7504;15480138.72;4300.038533;10.3460327;226.8;0.063
7505;15528064.59;4313.351275;23.08105856;0;0
7506;15489416.61;4302.615725;5.236707488;0;0
7507;15393003.47;4275.834297;10.81720753;0;0
7508;15276557.2;4243.488111;11.07861176;0;0
7509;15131981.82;4203.328283;0;0;0
7510;15109998.56;4197.221822;5.259673635;0;0
7511;15129647.58;4202.679883;6.157691507;0;0
7512;15172550.39;4214.597331;0;0;0
7513;15250525.95;4236.257208;0;0;0
7514;15417439.16;4282.621989;0;0;0
7515;15503156.14;4306.432261;0;0;0
7516;15515625.14;4309.895872;0;0;0
7517;15531285.26;4314.245906;11.73317087;0;0
7518;15588784.48;4330.217911;5.088066185;0;0
7519;15563994.22;4323.331728;5.297000072;0;0
7520;15554214.03;4320.615008;5.955811123;113.4;0.0315
7521;15607369.79;4335.380497;5.209127014;1216.8;0.338
7522;15829507.07;4397.085297;5.626329255;5198.4;1.444
7523;16389341.48;4552.594856;11.44633803;9025.2;2.507
7524;16979461.96;4716.517211;17.0769421;7450.2;2.0695
7525;17218441.25;4782.900347;5.360793241;6526.8;1.813
7526;17319375.14;4810.937539;5.278771079;4120.2;1.1445
7527;17365439.52;4823.7332;4.852778012;4276.8;1.188
7528;17378529.01;4827.369169;16.90731408;473.4;0.1315
7529;17303094.52;4806.415144;0;0;0
7530;17207567.81;4779.879947;0;0;0
7531;17122825.89;4756.340525;6.353289529;0;0
7532;17019085.01;4727.523614;6.219534623;0;0
7533;16948082.63;4707.800731;0;0;0
7534;16820260.62;4672.294617;5.40932598;0;0
7535;16740541.76;4650.150489;0;0;0
7536;16732091.2;4647.803111;0;0;0
7537;16797361.39;4665.933719;0;0;0
7538;16937327.38;4704.813161;0;0;0
7539;17172376.87;4770.104686;0;0;0
7540;17468500.82;4852.361339;0;0;0
7541;17843900.41;4956.639003;11.46612119;0;0
7542;18240603.67;5066.834353;5.643202644;0;0
7543;18644782.43;5179.106231;5.652745372;0;0
7544;19034453.41;5287.348169;12.03256507;653.4;0.1815
7545;19377941.83;5382.761619;5.187488225;3738.6;1.0385
7546;19637367.91;5454.824419;16.89874966;12175.2;3.382
7547;19880690.67;5522.414075;9.258405613;17866.8;4.963
7548;20105044.01;5584.734447;19.17162742;20275.2;5.632
7549;20291458.5;5636.51625;16.9522707;17260.2;4.7945
7550;20539449.74;5705.402706;12.34093729;9586.8;2.663
7551;20852297.51;5792.304864;7.940265353;7225.2;2.007
7552;21085603.71;5857.112142;20.57571937;2320.2;0.6445
7553;21292760.46;5914.655683;5.885401099;248.4;0.069
7554;21475540.62;5965.42795;0;0;0
7555;21640208.23;6011.168953;11.4816884;0;0
7556;21797666.27;6054.907297;10.2206022;0;0
7557;21853422.19;6070.395053;0;0;0
7558;21655041.02;6015.289172;5.440279954;0;0
7559;21299438.17;5916.510603;0;0;0
7560;21002841.47;5834.122631;0;0;0
7561;20969452.92;5824.848033;0;0;0
7562;21269772.59;5908.270164;0;0;0
7563;21753965.68;6042.768244;0;0;0
7564;22129040.25;6146.955625;0;0;0
7565;22347040.9;6207.511361;6.057331453;0;0
7566;22451668.21;6236.574503;11.67943043;0;0
7567;22473799.2;6242.722;5.953856327;0;0
7568;22491911.75;6247.753264;10.29210566;676.8;0.188
7569;22553636.25;6264.898958;5.548634843;9610.2;2.6695
7570;22587379.37;6274.272047;6.110791048;17890.2;4.9695
7571;22582267.67;6272.852131;6.271968851;19735.2;5.482
7572;22611076.38;6280.85455;11.83999889;20881.8;5.8005
7573;22675046.48;6298.624022;6.260745178;19105.2;5.307
7574;22654688.33;6292.968981;11.09452432;12938.4;3.594
7575;22516258.8;6254.516333;11.06110023;5941.8;1.6505
7576;22280352.44;6188.986789;6.249865094;1240.2;0.3445
7577;22001011.41;6111.392058;12.30041402;68.4;0.019
7578;21688134.09;6024.481692;11.01443349;0;0
7579;21420996.14;5950.276706;11.73804316;0;0
7580;21123365.27;5867.601464;5.124839789;0;0
7581;20618075.35;5727.243153;11.30125862;0;0
7582;20011083.31;5558.634253;0;0;0
7583;19632847.16;5453.568656;0;0;0
7584;19375932.6;5382.2035;0;0;0
7585;19305580.27;5362.661186;5.199851396;0;0
7586;19500858.97;5416.905269;0;0;0
7587;19936830.72;5538.008533;0;0;0
7588;20425130.89;5673.647469;0;0;0
7589;20727962.09;5757.767247;0;0;0
7590;20934261.97;5815.072769;5.584162208;0;0
7591;21100406.95;5861.224153;11.56997803;0;0
7592;21133559.12;5870.433089;4.937061031;0;0
7593;21084805.93;5856.890536;10.72767526;1126.8;0.313
7594;21128683.8;5869.078833;16.0309906;3198.6;0.8885
7595;21179032.56;5883.0646;10.28822634;6053.4;1.6815
7596;21131461.26;5869.85035;5.319290515;6460.2;1.7945
