;E_th [kJ];E_th [kWh];H2_demand [kg] HRS small;PV generation [kJ] ;PV generation [kWh]
1163;17036399.78;4732.333272;5.68892673;5380.2;1.4945
1164;17251416.14;4792.060039;6.578920765;9993.6;2.776
1165;17482003.97;4856.112214;9.634084915;9273.6;2.576
1166;17730615.72;4925.171033;5.695828559;13770;3.825
1167;17929499.2;4980.416444;1.737402647;7360.2;2.0445
1168;18102351.43;5028.430953;20.46972264;2903.4;0.8065
1169;18287997.69;5079.999358;5.343182633;406.8;0.113
1170;18456890.57;5126.914047;0;0;0
1171;18673502.49;5187.084025;5.323090143;0;0
1172;18846857.03;5235.238064;5.578153045;0;0
1173;19014124.81;5281.701336;11.06033795;0;0
1174;19455710.56;5404.364044;5.967163167;0;0
1175;20107939.65;5585.538792;5.65493921;0;0
1176;20771928.61;5769.980169;0;0;0
1177;21170493.36;5880.6926;0;0;0
1178;21405779.23;5946.049786;5.276390948;0;0
1179;21635066.98;6009.740828;12.01494758;0;0
1180;21923656.34;6089.904539;5.103433121;0;0
1181;22144020.78;6151.116883;5.972834124;0;0
1182;22297076.26;6193.632294;11.67962469;0;0
1183;22410951.9;6225.264417;11.34448883;0;0
1184;22521902.36;6256.083989;5.376697629;2050.2;0.5695
1185;22686451.77;6301.792158;6.061937038;16111.8;4.4755
1186;22939613.81;6372.114947;0;31140;8.65
1187;23214375;6448.4375;16.90670954;44213.4;12.2815
1188;23497113.98;6526.976106;21.87767472;54923.4;15.2565
1189;23767029.39;6601.952608;6.142366189;42435;11.7875
1190;23997764.96;6666.045822;16.46245492;24505.2;6.807
1191;24103574.16;6695.437267;5.403623611;17708.4;4.919
1192;24157527.7;6710.424361;5.315124028;14380.2;3.9945
1193;24324322.72;6756.756311;0;5200.2;1.4445
1194;24618230.61;6838.397392;0;90;0.025
1195;24981308.94;6939.252483;0;0;0
1196;25104876.13;6973.576703;4.660370538;0;0
1197;24863208.02;6906.446672;5.223908681;0;0
1198;24402711.95;6778.531097;5.783236483;0;0
1199;23966178.8;6657.271889;0;0;0
1200;23806977.46;6613.049294;5.746438514;0;0
1201;23667011.47;6574.169853;0;0;0
1202;23549856.07;6541.626686;0;0;0
1203;23511444.46;6530.956794;0;0;0
1204;23435359.93;6509.822203;0;0;0
1205;23225366.63;6451.490731;5.116761644;0;0
1206;22876471.04;6354.575289;0;0;0
1207;22355255.07;6209.793075;0;0;0
1208;21853510.84;6070.419678;6.069699991;945;0.2625
1209;21449125.25;5958.090347;5.056384623;3623.4;1.0065
1210;21184321.54;5884.533761;10.52001185;15008.4;4.169
1211;21007628.14;5835.452261;22.01205649;30511.8;8.4755
1212;20811728.95;5781.035819;16.53897966;38183.4;10.6065
1213;20572306.44;5714.529567;4.770785707;18316.8;5.088
1214;20314889.58;5643.024883;15.93322507;17281.8;4.8005
1215;20117010.7;5588.058528;15.12816134;12738.6;3.5385
1216;20028427.63;5563.452119;6.044754651;4928.4;1.369
1217;20136216.51;5593.393475;21.42957139;2410.2;0.6695
1218;20262708.88;5628.530244;16.58797728;68.4;0.019
1219;20141771.42;5594.936506;10.95372095;0;0
1220;19758512.21;5488.475614;16.89725253;0;0
1221;19158582;5321.828333;18.78101976;0;0
1222;18586958.18;5163.043939;9.150241835;0;0
1223;18150425.04;5041.784733;0;0;0
1224;17780225.78;4938.951606;5.315251565;0;0
1225;17440755.82;4844.654394;0;0;0
1226;17144277.3;4762.29925;0;0;0
1227;16994767.5;4720.76875;0;0;0
1228;17015007.47;4726.390964;0;0;0
1229;17073659.04;4742.683067;0;0;0
1230;17328889.4;4813.580389;10.69394696;0;0
1231;17740957.3;4928.043694;5.418092921;0;0
1232;18147854.42;5041.070672;11.131482;855;0.2375
1233;18558208.57;5155.057936;16.6502223;2500.2;0.6945
1234;18707097.87;5196.416075;15.97628653;2950.2;0.8195
1235;18450360.6;5125.100167;30.7974587;7605;2.1125
1236;17994621.65;4998.506014;9.371225091;4321.8;1.2005
1237;17588463.22;4885.684228;10.27930177;11206.8;3.113
1238;17394661.89;4831.850525;6.027916734;41155.2;11.432
1239;17480142.49;4855.595136;10.91375947;38590.2;10.7195
1240;17880805.1;4966.890306;16.57801903;25921.8;7.2005
1241;18537200.38;5149.222328;11.46196118;8866.8;2.463
1242;19084388.5;5301.219028;15.58457172;406.8;0.113
1243;19297129.71;5360.313808;5.851423521;0;0
1244;19119874.92;5311.076367;5.856936763;0;0
1245;18648682.68;5180.189633;0;0;0
1246;17748580.53;4930.161258;0;0;0
1247;16957951.46;4710.542072;0;0;0
1248;16482799.87;4578.555519;0;0;0
1249;16203842.96;4501.067489;0;0;0
1250;16141970.72;4483.880756;0;0;0
1251;16074395.84;4465.109956;0;0;0
1252;15999256.83;4444.238008;0;0;0
1253;15945421.48;4429.283744;11.52976615;0;0
1254;15929850.01;4424.958336;10.64176217;0;0
1255;15853706.38;4403.807328;11.41370466;0;0
1256;15606837.93;4335.232758;11.07928351;338.4;0.094
1257;15466960.59;4296.377942;10.96204188;3151.8;0.8755
1258;15433837.96;4287.177211;15.99883595;8596.8;2.388
1259;15434074.34;4287.242872;16.00137007;11746.8;3.263
1260;15459100.98;4294.194717;16.8291655;7831.8;2.1755
1261;15547063.56;4318.628767;5.219429554;10891.8;3.0255
1262;15633962.44;4342.767344;5.454420425;8596.8;2.388
1263;15656773.02;4349.103617;11.51608549;10060.2;2.7945
1264;15686379.51;4357.327642;5.433619012;7943.4;2.2065
1265;15751117.84;4375.310511;17.68712444;3060;0.85
1266;15807967.02;4391.10195;17.89164095;45;0.0125
1267;15867032.25;4407.508958;16.23655606;0;0
1268;15937886.9;4427.190806;5.632794044;0;0
1269;15947667.08;4429.907522;10.39885567;0;0
1270;15920631.22;4422.397561;0;0;0
1271;15861831.91;4406.064419;5.308114834;0;0
1272;15831191.27;4397.553131;5.466660182;0;0
1273;15759213.83;4377.559397;0;0;0
1274;15710224.25;4363.951181;0;0;0
1275;15707033.14;4363.064761;0;0;0
1276;15715542.78;4365.42855;0;0;0
1277;15821913.39;4394.975942;5.915857804;0;0
1278;15884376.57;4412.326825;4.9459766;0;0
1279;15906300.74;4418.416872;11.11309573;0;0
1280;15860561.38;4405.711494;7.734889191;541.8;0.1505
1281;15981173.82;4439.21495;20.74205507;2791.8;0.7755
1282;16051437.52;4458.732644;16.67123347;10533.6;2.926
1283;16135174.82;4481.993006;10.43309919;14558.4;4.044
1284;16457182.28;4571.439522;15.83029015;9113.4;2.5315
1285;16909818.76;4697.171878;11.90915574;6211.8;1.7255
1286;17566568.6;4879.602389;0;6663.6;1.851
1287;18501566.23;5139.323953;11.10861228;4906.8;1.363
1288;19653914.45;5459.420681;9.577629329;2995.2;0.832
1289;20901966.68;5806.101856;5.731511144;2005.2;0.557
1290;21825056.7;6062.51575;22.77294431;45;0.0125
1291;22426671.12;6229.630867;0;0;0
1292;22771252.78;6325.347994;7.668418868;0;0
1293;22922387.69;6367.329914;3.855311814;0;0
1294;23000038.23;6388.899508;0;0;0
1295;23058512.51;6405.142364;0;0;0
1296;23164824.02;6434.673339;5.531701485;0;0
1297;23355050.12;6487.513922;5.291465667;0;0
1298;23838681.81;6621.856058;0;0;0
1299;24705927.27;6862.757575;5.785436382;0;0
1300;25594003.63;7109.445453;5.743793753;0;0
1301;26498390.16;7360.663933;5.956603789;0;0
1302;27498805.7;7638.557139;5.634174496;0;0
1303;28130262.98;7813.961939;5.935248168;0;0
1304;28150739.32;7819.649811;15.89522965;698.4;0.194
1305;27482052.33;7633.903425;17.102021;3085.2;0.857
1306;26239998.23;7288.888397;0;11566.8;3.213
1307;24472414.24;6797.892844;10.03543514;13343.4;3.7065
1308;23083834.63;6412.176286;10.08228322;15841.8;4.4005
1309;22271635.96;6186.565544;6.073766302;26170.2;7.2695
1310;21755324.86;6043.145794;11.57059013;40591.8;11.2755
1311;21166681.75;5879.633819;10.13542875;12105;3.3625
1312;20564062.72;5712.239644;17.38075778;3195;0.8875
1313;19798342.1;5499.539472;15.24335259;4276.8;1.188
1314;19555255.72;5432.015478;12.71362646;700.2;0.1945
1315;20105162.2;5584.767278;12.05536501;0;0
1316;20924393.15;5812.331431;0;0;0
1317;21305465.84;5918.184956;10.05617121;0;0
1318;21458048.56;5960.569044;0;0;0
1319;21571333.26;5992.037017;0;0;0
1320;21789865.76;6052.740489;0;0;0
1321;22081705.33;6133.807036;5.253742846;0;0
1322;22396739.61;6221.316558;0;0;0
1323;22925992.47;6368.331242;0;0;0
1324;23194844.17;6443.012269;4.918051307;0;0
1325;22785760.55;6329.377931;13.33097085;0;0
1326;22304374.47;6195.659575;9.026151799;0;0
1327;22054019.43;6126.116508;10.36214351;23.4;0.0065
1328;22031947.53;6119.985425;0;3715.2;1.032
1329;22119200.97;6144.222492;6.019469281;9698.4;2.694
1330;22218036.99;6171.676942;5.89484569;34403.4;9.5565
1331;22270217.68;6186.171578;6.144899698;44551.8;12.3755
1332;22145350.41;6151.486225;0;42503.4;11.8065
1333;21465110.39;5962.530664;9.706085077;33595.2;9.332
1334;21097777.23;5860.493675;23.8450546;38995.2;10.832
1335;21153119.49;5875.866525;6.126274125;35168.4;9.769
1336;20852327.06;5792.313072;23.35446945;20116.8;5.588
1337;21091424.54;5858.729039;10.70127459;7471.8;2.0755
1338;21295626.56;5915.451822;16.66853255;428.4;0.119
1339;21480977.34;5966.93815;11.33047904;0;0
1340;21653800.03;6014.944453;5.104764616;0;0
1341;21792495.48;6053.470967;18.26425107;0;0
1342;21766375.58;6046.215439;0;0;0
1343;21645851.78;6012.736606;5.776470497;0;0
1344;21647535.98;6013.204439;0;0;0
1345;21689788.75;6024.941319;0;0;0
1346;21655927.44;6015.5354;4.755719908;0;0
1347;21592991.5;5998.053194;0;0;0
1348;21501453.68;5972.626022;6.681064982;0;0
1349;21283393.94;5912.053872;0;0;0
1350;20931779.99;5814.383331;11.30837042;0;0
1351;20469038.31;5685.843975;1.91327861;0;0
1352;20028664.01;5563.517781;14.77852614;1261.8;0.3505
1353;19646527.6;5457.368778;29.28187496;6863.4;1.9065
1354;19321683.59;5367.134331;5.774073205;18631.8;5.1755
1355;19047808.83;5291.058008;21.45045925;23131.8;6.4255
1356;18737058.93;5204.738592;15.36265927;17350.2;4.8195
1357;18441644.12;5122.678922;5.360696154;12083.4;3.3565
1358;18195957.57;5054.432658;21.38355137;17100;4.75
1359;18004342.74;5001.206317;11.03274004;27475.2;7.632
1360;17886921.41;4968.589281;5.567302779;16180.2;4.4945
1361;17792694.78;4942.415217;5.385898047;4321.8;1.2005
1362;17707686.94;4918.801928;17.33625275;226.8;0.063
1363;17661947.58;4906.09655;0;0;0
1364;17618867.49;4894.129858;10.86858677;0;0
1365;17539591.84;4872.108844;5.258863541;0;0
1366;17435171.36;4843.103156;0;0;0
1367;17369753.44;4824.931511;5.82417658;0;0
1368;17256143.72;4793.373256;0;0;0
1369;17207360.98;4779.822494;5.354882209;0;0
1370;17165758.25;4768.266181;0;0;0
1371;17112277.48;4753.410411;0;0;0
1372;17049932.48;4736.092356;7.135474751;0;0
1373;16986878.35;4718.577319;9.436440576;0;0
1374;16943355.05;4706.487514;0;0;0
1375;16939070.67;4705.297408;5.216461752;23.4;0.0065
1376;16936470.5;4704.575139;11.91932187;2185.2;0.607
1377;16935259.06;4704.238628;14.06573993;9315;2.5875
1378;16916998.77;4699.166325;22.63633276;18136.8;5.038
1379;16903820.64;4695.505733;11.76280295;21218.4;5.894
1380;16966874.77;4713.020769;5.40936166;28261.8;7.8505
1381;17116325.47;4754.534853;10.62414023;46621.8;12.9505
1382;17305428.77;4807.063547;7.259921416;51120;14.2
1383;17362071.11;4822.797531;6.379295185;40501.8;11.2505
1384;17589142.81;4885.873003;4.992800387;23198.4;6.444
1385;17933103.98;4981.417772;5.511281693;15031.8;4.1755
1386;18350519.97;5097.366658;5.429686539;1351.8;0.3755
1387;18693328.79;5192.591331;0;0;0
1388;18767315.46;5213.143183;10.72302214;0;0
1389;18740309.14;5205.641428;5.763735734;0;0
1390;18642802.75;5178.556319;5.052686023;0;0
1391;18616476.03;5171.243342;10.31560019;0;0
1392;18595261;5165.350278;5.857248748;0;0
1393;18645727.94;5179.368872;0;0;0
1394;18754580.53;5209.605703;6.108948682;0;0
1395;18845261.47;5234.794853;0;0;0
1396;18860655.66;5239.071017;0;0;0
1397;18659615.22;5183.22645;0;0;0
1398;18371084.95;5103.079153;10.66904365;0;0
1399;18098539.82;5027.372172;11.10443065;0;0
1400;17926160.35;4979.488986;12.04459203;631.8;0.1755
1401;17946666.23;4985.185064;11.50113356;1891.8;0.5255
1402;18046920.53;5013.033481;10.46092612;6481.8;1.8005
1403;18068578.77;5019.049658;16.58861993;14493.6;4.026
1404;17971308.76;4992.030211;10.82425015;22435.2;6.232
1405;18012409.18;5003.446994;5.187773668;23311.8;6.4755
1406;18626285.76;5173.968267;17.71084373;22300.2;6.1945
1407;19820857.21;5505.793669;4.499276691;20656.8;5.738
1408;21169222.82;5880.339672;17.02995187;20005.2;5.557
1409;22530352.91;6258.431364;16.39790769;9743.4;2.7065
1410;24336259.86;6760.072183;5.258685608;1238.4;0.344
1411;26784586.18;7440.162828;5.060278216;0;0
1412;29006136.28;8057.260078;5.876332138;0;0
1413;30388333.65;8441.203792;5.177477635;0;0
1414;30657392.19;8515.942275;0;0;0
1415;30283913.18;8412.198106;0;0;0
1416;29898231.09;8305.064192;5.872300011;0;0
1417;29631447.7;8230.957694;0;0;0
1418;29592533.79;8220.148275;0;0;0
1419;30112272.38;8364.520106;0;0;0
1420;31071735.25;8631.037569;5.135961514;0;0
1421;31250260.58;8680.627939;10.34591817;0;0
1422;30611239.17;8503.121992;0;0;0
1423;29799424.61;8277.617947;0;68.4;0.019
1424;29265207.8;8129.224389;5.605336804;5086.8;1.413
1425;29070313.21;8075.087003;17.28781771;5468.4;1.519
1426;28984803.06;8051.334183;5.351693231;18361.8;5.1005
1427;28752058.27;7986.682853;5.43189648;49210.2;13.6695
1428;28268042.46;7852.234017;11.33656057;29813.4;8.2815
1429;27659188.94;7683.108039;22.33477955;11588.4;3.219
1430;27009441.82;7502.622728;10.79502368;11903.4;3.3065
1431;26388296.58;7330.082383;11.60342686;14830.2;4.1195
1432;25932350.8;7203.430778;17.53780186;18676.8;5.188
1433;25734087.81;7148.357725;12.38785577;12871.8;3.5755
1434;25679809.25;7133.280347;11.15424541;1868.4;0.519
1435;25668610.79;7130.169664;5.562344938;0;0
1436;25559049.07;7099.735853;0;0;0
1437;25398163.53;7055.045425;0;0;0
1438;25230511.63;7008.475453;5.585769728;0;0
1439;25108126.34;6974.479539;0;0;0
1440;25074442.32;6965.122867;0;0;0
1441;25125057;6979.1825;0;0;0
1442;25286888.06;7024.135572;0;0;0
1443;25651680.14;7125.466706;0;0;0
1444;26346959.78;7318.599939;0;0;0
1445;27200436.15;7555.676708;0;0;0
1446;27549981.78;7652.772717;10.68704258;0;0
1447;27397162.68;7610.322967;5.444216885;45;0.0125
1448;27031720.55;7508.811264;0;3175.2;0.882
1449;26737664.93;7427.129147;10.99880215;16428.6;4.5635
1450;26521378.03;7367.049453;11.03345822;10915.2;3.032
1451;26415952.94;7337.764706;10.95516644;41221.8;11.4505
1452;26332658.84;7314.627456;11.08832882;37598.4;10.444
1453;26289342.37;7302.595103;0;50085;13.9125
1454;26330738.26;7314.093961;5.864157994;23153.4;6.4315
1455;26265615.82;7296.004394;10.84926823;18338.4;5.094
1456;26004387.34;7223.440928;10.90592032;14065.2;3.907
1457;25618527.97;7116.257769;5.141811743;4906.8;1.363
1458;25368822.97;7046.895269;5.771693148;226.8;0.063
1459;25201407.46;7000.390961;10.83284777;0;0
1460;25182881.24;6995.244789;11.19796694;0;0
1461;25023177.6;6950.882667;5.845281026;0;0
1462;24531981.78;6814.439383;0;0;0
1463;23885721.25;6634.922569;0;0;0
1464;23213488.58;6448.191272;0;0;0
1465;22495132.42;6248.647894;0;0;0
1466;21750449.54;6041.791539;0;0;0
1467;20988245.06;5830.068072;4.823019473;0;0
1468;20393190.16;5664.775044;0;0;0
1469;19916649.85;5532.402736;0;0;0
1470;19436800.23;5399.111175;5.570906677;0;0
1471;19152317.95;5320.088319;3.894706504;316.8;0.088
1472;19105544.43;5307.095675;12.36950807;10463.4;2.9065
1473;19190965.94;5330.823872;10.78567493;21443.4;5.9565
1474;19320028.94;5366.674706;5.975580143;38140.2;10.5945
1475;19382344.39;5383.984553;14.11561163;46105.2;12.807
1476;19340712.11;5372.420031;13.20482195;57061.8;15.8505
1477;19173798.91;5326.055253;13.9098086;59580;16.55
1478;18994357.6;5276.210444;12.64437321;50560.2;14.0445
1479;18848275.31;5235.632031;11.88956087;40276.8;11.188
1480;18759839.97;5211.066658;4.653606899;27360;7.6
1481;18732479.08;5203.466411;10.52614257;11545.2;3.207
1482;18762971.99;5211.936664;5.895592817;1396.8;0.388
1483;18782030.06;5217.230572;11.73763762;0;0
1484;18633170.3;5175.880639;11.49184934;0;0
1485;18829276.33;5230.354536;6.086540831;0;0
1486;19246603.68;5346.2788;0;0;0
1487;19677375.08;5465.937522;10.78425164;0;0
1488;20127677.31;5591.021475;0;0;0
1489;20594141.96;5720.594989;0;0;0
1490;21166829.48;5879.674856;0;0;0
1491;22005827.63;6112.729897;4.851980599;0;0
1492;23414913.14;6504.142539;5.55441703;0;0
1493;25059432.24;6960.9534;9.871796719;0;0
1494;26428540.13;7341.261147;18.59741989;0;0
1495;27530982.81;7647.495225;9.248751384;90;0.025
1496;28421925.27;7894.979242;13.28372215;4838.4;1.344
1497;29165603.54;8101.556539;4.726626737;18046.8;5.013
1498;29457295.38;8182.58205;17.0374433;39263.4;10.9065
1499;29172901.75;8103.583819;14.59868948;47881.8;13.3005
1500;28597495.87;7943.748853;8.909895935;57511.8;15.9755
1501;28106772.81;7807.436892;10.20100608;58075.2;16.132
1502;27858042.87;7738.345242;0;45678.6;12.6885
1503;27711192.34;7697.553428;1.828729498;36496.8;10.138
1504;27604083.05;7667.800847;13.52707856;20950.2;5.8195
1505;27447984.19;7624.440053;6.024850353;13681.8;3.8005
1506;27188646.75;7552.401875;10.63240067;1260;0.35
1507;26873523.83;7464.867731;11.2071657;0;0
1508;26367052.01;7324.181114;0;0;0
1509;25572404.49;7103.445692;0;0;0
1510;24893966.86;6914.990794;0;0;0
1511;24374701.02;6770.750283;0;0;0
1512;24050979.81;6680.827725;0;0;0
1513;23943929.61;6651.091558;0;0;0
1514;23949454.98;6652.626383;0;0;0
1515;24084013.79;6690.003831;5.636805591;0;0
1516;24493186.05;6803.662792;5.260699793;0;0
1517;24968367.19;6935.657553;0;0;0
1518;25137496.45;6982.637903;5.869322995;0;0
1519;25244783.02;7012.439728;5.075584308;158.4;0.044
1520;25353665.16;7042.684767;11.88507149;5020.2;1.3945
1521;25485180.59;7079.216831;11.74675726;15098.4;4.194
1522;25548766.58;7096.879606;16.52171468;28148.4;7.819
1523;25641752.21;7122.708947;5.839236499;28195.2;7.832
1524;25788248.18;7163.402272;11.04290635;17170.2;4.7695
1525;25829319.05;7174.810847;13.11150655;33550.2;9.3195
1526;25814368.07;7170.657797;8.399015086;27925.2;7.757
1527;25855320.75;7182.033542;0;26281.8;7.3005
1528;25988165.82;7218.93495;5.967280775;18181.8;5.0505
1529;26203182.18;7278.661717;5.670895838;13366.8;3.713
1530;26399583.68;7333.217689;10.63985242;1171.8;0.3255
1531;26486393.92;7357.331644;10.34416082;0;0
1532;26300836.31;7305.787864;0;0;0
1533;25750427.52;7152.896533;17.6705614;0;0
1534;25050538.48;6958.482911;0;0;0
1535;24437961.98;6788.322772;0;0;0
1536;23899992.64;6638.886844;0;0;0
1537;23554967.77;6543.046603;0;0;0
1538;23459204.67;6516.445742;0;0;0
1539;23605050.59;6556.958497;0;0;0
1540;24394172.75;6776.159097;0;0;0
1541;25449782.82;7069.384117;0;0;0
1542;26180785.26;7272.44035;5.80510548;0;0
1543;26486423.46;7357.33985;10.02506838;180;0.05
1544;26743810.78;7428.836328;10.98578522;4388.4;1.219
1545;26907237.4;7474.232611;11.1546421;14760;4.1
1546;26900471.05;7472.353069;12.13274525;9676.8;2.688
1547;26596192.02;7387.831117;10.89099014;11948.4;3.319
1548;26022293.06;7228.414739;5.681929972;25855.2;7.182
1549;25290965.6;7025.268222;6.310110304;10126.8;2.813
1550;24551512.6;6819.864611;11.69243983;13300.2;3.6945
1551;23906020.31;6640.561197;8.806303482;14965.2;4.157
1552;23288509.4;6469.030389;16.53710653;10486.8;2.913
1553;22661897.89;6294.971636;10.61599929;15235.2;4.232
1554;22054699.02;6126.305283;6.007305615;2656.8;0.738
1555;21484257.1;5967.849194;0;0;0
1556;20936832.6;5815.786833;11.29971059;0;0
1557;20448325.59;5680.090442;5.717879478;0;0
1558;19952431.74;5542.34215;6.103042395;0;0
1559;19387544.73;5385.429092;0;0;0
1560;18698706.42;5194.085117;0;0;0
1561;18261966.44;5072.768456;0;0;0
1562;17936797.41;4982.443725;5.304970386;0;0
1563;17803184.11;4945.328919;0;0;0
1564;17820144.31;4950.040086;11.10273774;0;0
1565;17900306.38;4972.307328;0;0;0
1566;18007238.38;5002.010661;11.88676193;0;0
1567;17923205.61;4978.668225;0;0;0
1568;17893983.24;4970.5509;5.415283423;226.8;0.063
1569;17950389.21;4986.219225;6.482228258;2116.8;0.588
1570;18211765.42;5058.823728;5.640655928;6638.4;1.844
1571;18477041.89;5132.511636;17.63196806;8710.2;2.4195
1572;18710998.13;5197.499481;10.60078137;10935;3.0375
1573;18953227.64;5264.785456;11.37406439;5580;1.55
1574;19151697.46;5319.915961;16.7202813;5491.8;1.5255
1575;19287585.91;5357.662753;16.84928287;6571.8;1.8255
1576;19472700.31;5409.083419;10.97040919;3038.4;0.844
1577;19885211.42;5523.669839;23.2290268;1441.8;0.4005
1578;20704471.92;5751.2422;4.849488218;158.4;0.044
1579;22123899.01;6145.527503;12.10966422;0;0
1580;24064571.61;6684.603225;0;0;0
1581;26145682.96;7262.689711;1.874659192;0;0
1582;27826722.64;7729.645178;8.625758356;0;0
1583;28590965.89;7941.934969;0;0;0
1584;28715212.67;7976.447964;6.143181204;0;0
1585;28839607.18;8011.001994;5.615185222;0;0
1586;29166342.23;8101.761731;0;0;0
1587;29584496.9;8217.915806;0;0;0
1588;30037281.11;8343.689197;0;0;0
1589;30480905.63;8466.918231;0;0;0
1590;30773483.89;8548.189969;10.8097176;0;0
1591;31044699.38;8623.527606;5.777455545;248.4;0.069
1592;31392856.28;8720.237856;10.37989903;3870;1.075
1593;31815206.68;8837.557411;17.41724347;2995.2;0.832
1594;32250085.18;8958.356994;10.86185713;7000.2;1.9445
1595;32645961.11;9068.322531;28.06376708;13478.4;3.744
1596;32997486.42;9165.96845;9.215470168;36001.8;10.0005
1597;33320468.94;9255.685817;7.613259663;54406.8;15.113
1598;33720186.04;9366.718344;21.11019553;31165.2;8.657
1599;34125517.14;9479.310317;10.99542845;29791.8;8.2755
1600;34468207.77;9574.502158;10.7327634;24145.2;6.707
1601;34619254.03;9616.459453;16.80943436;7988.4;2.219
1602;34627763.68;9618.823244;10.59188009;1126.8;0.313
1603;34694068.03;9637.241119;11.16685826;0;0
1604;34725299.62;9645.916561;0;0;0
1605;34737236.76;9649.232433;11.04899706;0;0
1606;34439251.33;9566.458703;0;0;0
1607;34179736.6;9494.371278;6.29393877;0;0
1608;34035781.72;9454.383811;6.395647932;0;0
1609;34250975.36;9514.159822;0;0;0
1610;34293346.32;9525.929533;0;0;0
1611;34333796.7;9537.16575;0;0;0
1612;34486615.8;9579.6155;0;0;0
1613;34901047.5;9694.735417;0;0;0
1614;35237828.65;9788.285736;5.89446171;0;0
1615;35404121.37;9834.478158;0;0;0
1616;35535991.37;9871.108714;5.979100128;586.8;0.163
1617;35618133.11;9893.925864;5.200040509;2140.2;0.5945
1618;35677877.94;9910.52165;21.7084499;7493.4;2.0815
1619;35959435.02;9988.73195;16.30282188;11858.4;3.294
1620;36402173.12;10111.71476;23.49464743;17168.4;4.769
1621;36686064.45;10190.57346;5.747570475;25965;7.2125
1622;36662869.74;10184.13048;11.16087196;28711.8;7.9755
1623;36460263.29;10127.85091;5.765915148;34495.2;9.582
1624;36361929.57;10100.53599;5.631215585;24055.2;6.682
1625;36403414.11;10112.05948;5.443572008;10126.8;2.813
1626;36439964.23;10122.21229;10.64268433;3061.8;0.8505
1627;36272519.17;10075.69977;9.78675125;0;0
1628;35852591.66;9959.053239;13.49467067;0;0
1629;35620969.66;9894.713794;10.86225749;0;0
1630;35406337.42;9835.093728;0;0;0
1631;34913546.04;9698.207233;0;0;0
1632;34360034.78;9544.454106;4.573876215;0;0
1633;33888015.22;9413.337561;0;0;0
1634;33554868.39;9320.796775;0;0;0
1635;33567573.77;9324.326047;0;0;0
1636;34500946.28;9583.596189;0;0;0
1637;35942563.46;9984.045406;5.761832765;0;0
1638;37025327.58;10284.81322;5.263786165;0;0
1639;37731185.19;10480.88478;10.84479077;0;0
1640;38219308.08;10616.47447;12.36415681;361.8;0.1005
1641;38611401.95;10725.38943;11.29141501;1510.2;0.4195
1642;38927647.67;10813.23546;5.296216817;3421.8;0.9505
1643;39120798.96;10866.8886;15.31187299;6683.4;1.8565
1644;39185271.37;10884.7976;16.37206851;10396.8;2.888
1645;39212986.82;10892.49634;10.77289197;22613.4;6.2815
1646;39321721.22;10922.70034;0;20590.2;5.7195
1647;39459471.15;10960.96421;11.4876436;14198.4;3.944
1648;39509524.43;10974.8679;10.04930572;18113.4;5.0315
1649;39514842.96;10976.34527;0;8281.8;2.3005
1650;39559518.62;10988.75517;10.48747966;700.2;0.1945
1651;39517265.85;10977.01829;0;0;0
1652;39094088.12;10859.46892;5.110880353;0;0
1653;38273498;10631.52722;11.01415265;0;0
1654;37670672.14;10464.07559;0;0;0
1655;37040426.3;10289.00731;0;0;0
1656;36504584.37;10140.16233;6.131760332;0;0
1657;36008099.57;10002.24988;5.688835459;0;0
1658;35680153.09;9911.153636;0;0;0
1659;35567341.15;9879.816986;0;0;0
1660;35874308.99;9965.085831;0;0;0
1661;36790159.9;10219.48886;5.512683448;0;0
1662;37560726.3;10433.53508;11.4954301;0;0
1663;38182196.56;10606.16571;10.85923627;430.2;0.1195
1664;38690500.32;10747.3612;9.906973604;6840;1.9
1665;39080584.97;10855.71805;13.58113654;23828.4;6.619
1666;39273972.64;10909.43684;5.311716124;34383.6;9.551
1667;39385307.2;10940.36311;12.0318198;35395.2;9.832
1668;39557982.15;10988.32838;17.14416006;42616.8;11.838
1669;39831945.56;11064.42932;16.2839869;39128.4;10.869
1670;40222266.58;11172.85183;17.42952772;11475;3.1875
1671;40677060.02;11299.18334;5.266158792;11971.8;3.3255
1672;41314633.61;11476.28711;11.34822605;11250;3.125
1673;42104789.92;11695.77498;22.05627733;17866.8;4.963
1674;42728978.54;11869.16071;17.54919198;2633.4;0.7315
1675;42835792.36;11898.83121;6.090452255;0;0
1676;41908920.27;11641.36674;10.8811877;0;0
1677;40749421.58;11319.28377;0;0;0
1678;39648013.05;11013.33696;0;0;0
1679;38292083.3;10636.68981;0;0;0
1680;37082029.02;10300.56362;0;0;0
1681;36167832.77;10046.62021;0;0;0
1682;35538768.82;9871.880228;0;0;0
1683;35410414.96;9836.226378;0;0;0
1684;36309542.05;10085.9839;0;0;0
1685;37936125.89;10537.81275;0;0;0
1686;39361521.55;10933.75599;0;0;0
1687;40386195.51;11218.38764;21.8699464;451.8;0.1255
1688;41228532.51;11452.37014;11.28522848;4298.4;1.194
1689;41957377.99;11654.82722;11.97846895;11386.8;3.163
1690;42548414.44;11819.00401;11.11792844;14873.4;4.1315
1691;42997712.06;11943.80891;18.35317491;15640.2;4.3445
1692;43277909.96;12021.64166;23.03102513;17146.8;4.763
1693;43488198.74;12080.05521;16.05682581;31816.8;8.838
